name,syd_n_de_dossier_cegid,syd_naf,syd_forme_juridique_sirene,syd_activite,syd_premiere_date_de_signature,syd_total_salaries,accountid,naf_officiel,activite_differe
GUYON,03067,1624Z,IND,,2009-04-17,0,52C8EF12-C0E7-EB11-BACB-0022489B9951,Fabrication d'emballages en bois,True
ALSEVE,03074,NAN,EURL,,,0,C3122619-C0E7-EB11-BACB-0022489B9951,,True
FRAIZIER ,03076,1071C,IND,,2008-09-01,0,E8122619-C0E7-EB11-BACB-0022489B9951,Boulangerie et boulangerie-pâtisserie,True
SCF GERARD DEGREZ ,03087,1071C,IND,,2008-06-24,0,A7A21F2B-C0E7-EB11-BACB-0022489B9951,Boulangerie et boulangerie-pâtisserie,True
L'AMPHI,03088,5610A,SARL,,2008-07-03,0,864D1A31-C0E7-EB11-BACB-0022489B9951,Restauration traditionnelle,True
AMIRAULT SNC,03092,NAN,SNC,,,0,C04B2337-C0E7-EB11-BACB-0022489B9951,,True
ALLIANCE FOODS INDUSTRIES,03093,4729Z,EURL,,2008-07-17,0,9FC6223D-C0E7-EB11-BACB-0022489B9951,Autres commerces de détail alimentaires en magasin spécialisé ,True
LBCB,03098,4332A,EURL,,2008-07-07,0,79B62443-C0E7-EB11-BACB-0022489B9951,Travaux de menuiserie bois et PVC,True
ATOUT FER,03100,3320A,EURL,,2008-09-17,0,13C46B49-C0E7-EB11-BACB-0022489B9951,"Installation de structures métalliques, chaudronnées et de tuyauterie",True
BEDEUX,03105,6820B,SCI,,,0,7E9FA455-C0E7-EB11-BACB-0022489B9951,Location de terrains et d'autres biens immobiliers,True
EVEILLARD-BARRIER,03108,6820B,SCI,,2008-11-13,0,56BF9E61-C0E7-EB11-BACB-0022489B9951,Location de terrains et d'autres biens immobiliers,True
ANDRIEUX ALEXIS,03114,8623Z,IND,,2008-07-17,0,79220D74-C0E7-EB11-BACB-0022489B9951,Pratique dentaire,True
XINIX,03128,702C,SCI,,2008-07-15,0,75F41780-C0E7-EB11-BACB-0022489B9951,,True
BE PICTURED,03131,NAN,DIV,,,0,4F893D86-C0E7-EB11-BACB-0022489B9951,,True
3C KIDS,03133,9001Z,SARL,,2008-10-23,0,E2C1418C-C0E7-EB11-BACB-0022489B9951,Arts du spectacle vivant,True
CAI,03136,4339Z,EURL,,2008-09-09,0,5DDF7998-C0E7-EB11-BACB-0022489B9951,Autres travaux de finition,True
VIGAN ,03139,4776Z,EURL,,2009-01-19,0,45137E9E-C0E7-EB11-BACB-0022489B9951,"Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé",True
HOME CONSULTING,03140,6831Z,SARL,,2008-07-21,0,FEABC2A4-C0E7-EB11-BACB-0022489B9951,Agences immobilières,True
LUSI,03142,5630Z,EURL,,2009-11-02,0,2A62BDAA-C0E7-EB11-BACB-0022489B9951,Débits de boissons,True
L'ATELIER DU BOIS D'AMOURETTE,03164,3109B,SARL,Fabrication d'autres meubles et industries connexes de l'ameublement,2010-01-25,0,1ABA65CF-C0E7-EB11-BACB-0022489B9951,Fabrication d’autres meubles et industries connexes de l’ameublement,True
CHOUETTE,03165,5630Z,IND,,2008-09-15,0,5B017DD5-C0E7-EB11-BACB-0022489B9951,Débits de boissons,True
GRIFF'DECOR,03166,1399Z,SARL,,2008-10-28,0,27ACB5DB-C0E7-EB11-BACB-0022489B9951,Fabrication d'autres textiles n.c.a.,True
CAVE DES SAVEURS,03168,NAN,SARL,,,0,A2BDB2E1-C0E7-EB11-BACB-0022489B9951,,True
F2M,03169,4332B,SARL,,2009-03-13,0,27B9BBE7-C0E7-EB11-BACB-0022489B9951,Travaux de menuiserie métallique et serrurerie,True
NGUYEN ,03175,5610C,IND,,2008-10-14,0,D0D8B5F3-C0E7-EB11-BACB-0022489B9951,Restauration de type rapide,True
AVENIR GEOTHERMIE AEROTHERMIE,03177,4322B,SARL,,2008-11-18,0,0DD9B5F3-C0E7-EB11-BACB-0022489B9951,Travaux d'installation d'équipements thermiques et de climatisation,True
CISSE PRESSE 49,03178,4762Z,EURL,,2008-11-06,0,9B0EBAF9-C0E7-EB11-BACB-0022489B9951,Commerce de détail de journaux et papeterie en magasin spécialisé,True
BP CARRELAGE,03190,4333Z,EURL,,2008-11-17,0,7041380D-C1E7-EB11-BACB-0022489B9951,Travaux de revêtement des sols et des murs,True
COURTOIS,03192,4729Z,IND,Autres commerces de détail alimentaires en magasin spécialisé,2008-12-11,0,2298BF13-C1E7-EB11-BACB-0022489B9951,Autres commerces de détail alimentaires en magasin spécialisé ,True
GS ELECTRICITE,03198,4321A,EURL,,2008-12-29,0,42F2271A-C1E7-EB11-BACB-0022489B9951,Travaux d'installation électrique dans tous locaux,True
CHARANTON,03202,3320B,EURL,,2008-12-18,0,D1C15126-C1E7-EB11-BACB-0022489B9951,Installation de machines et équipements mécaniques,True
HABITAT MENUISERIES SERVICES ,03203,4332A,EURL,,2009-04-14,0,08C25126-C1E7-EB11-BACB-0022489B9951,Travaux de menuiserie bois et PVC,True
SALIN ,03206,4789Z,IND,,2009-04-03,0,64F19C32-C1E7-EB11-BACB-0022489B9951,Autres commerces de détail sur éventaires et marchés,True
BECLAIR TOITURES,03210,4391B,SARL,,2008-11-18,0,4E82CB3E-C1E7-EB11-BACB-0022489B9951,Travaux de couverture par éléments,True
LPS DECO SYSTEM,03218,1721B,SARL,,2009-10-20,0,173BEB50-C1E7-EB11-BACB-0022489B9951,Fabrication de cartonnages ,True
SCHAUMANN FRANCE,03234,NAN,SARL,,,0,248D266F-C1E7-EB11-BACB-0022489B9951,,True
SOLAR INVESTIS,03241,4321A,SARL,,2009-02-24,0,B3C5B587-C1E7-EB11-BACB-0022489B9951,Travaux d'installation électrique dans tous locaux,True
BRIN MARIE-PIERRE,03246,NAN,EURL,,,0,3A1DB793-C1E7-EB11-BACB-0022489B9951,,True
LE BISTROT DU STADIUM,03251,5610A,EURL,,2009-03-25,0,CBF0B899-C1E7-EB11-BACB-0022489B9951,Restauration traditionnelle,True
GILOIS ,03255,NAN,IND,,2008-11-25,0,CDFEB59F-C1E7-EB11-BACB-0022489B9951,,True
TURPIN,03256,1071C,IND,,2009-01-21,0,77BAB0A5-C1E7-EB11-BACB-0022489B9951,Boulangerie et boulangerie-pâtisserie,True
LA CLE DE SOL CAPELLAUBINOISE,03260,9499Z,ASS,,2009-01-20,0,0BD7AAB1-C1E7-EB11-BACB-0022489B9951,Autres organisations fonctionnant par adhésion volontaire,True
CABOT,03261,4711B,IND,,2009-01-19,0,82ABEAB7-C1E7-EB11-BACB-0022489B9951,Commerce d'alimentation générale,True
JEAN ,03263,4322A,IND,,2009-10-06,0,6259E5BD-C1E7-EB11-BACB-0022489B9951,Travaux d'installation d'eau et de gaz en tous locaux,True
LETERTRE JOEL ,03264,5621Z,IND,,2008-12-29,0,7859E5BD-C1E7-EB11-BACB-0022489B9951,Services des traiteurs ,True
SOLAR CENTRALIS,03265,7112B,SARL,,2009-02-24,0,0F3953C6-C1E7-EB11-BACB-0022489B9951,"Ingénierie, études techniques",True
VERHAEGHE,03277,4932Z,IND,,2008-12-17,0,51FEB8E5-C1E7-EB11-BACB-0022489B9951,Transports de voyageurs par taxis,True
THIERRY,03285,NAN,IND,,2009-06-05,0,941357F8-C1E7-EB11-BACB-0022489B9951,,True
LINGEDEV ,03288,4751Z,SARL,,2009-02-10,0,C79488FE-C1E7-EB11-BACB-0022489B9951,Commerce de détail de textiles en magasin spécialisé,True
TERRES ET VIGNES,03294,4725Z,EURL,,2009-01-12,0,5C88910A-C2E7-EB11-BACB-0022489B9951,Commerce de détail de boissons en magasin spécialisé,True
OEUFS MICHEL,03297,NAN,SARL,,2008-12-18,0,557A9016-C2E7-EB11-BACB-0022489B9951,,True
CHENEAU ,03307,NAN,IND,,2008-12-29,0,52E4A128-C2E7-EB11-BACB-0022489B9951,,True
REVI,03308,4540Z,SAS,,2009-01-19,0,CE1AA62E-C2E7-EB11-BACB-0022489B9951,Commerce et réparation de motocycles,True
L'ARTEMISIUM,03311,6820B,SCI,,2009-04-03,0,CD5E3935-C2E7-EB11-BACB-0022489B9951,Location de terrains et d'autres biens immobiliers,True
PARBERY COLIN ,03315,8130Z,DIV,,2008-12-30,0,D652FC3B-C2E7-EB11-BACB-0022489B9951,Services d'aménagement paysager ,True
CHANGER D'AILLEURS,03331,6820B,SARL,,2009-05-07,0,5731805A-C2E7-EB11-BACB-0022489B9951,Location de terrains et d'autres biens immobiliers,True
BROCHARD,03332,4322A,IND,,2009-06-17,0,9D31805A-C2E7-EB11-BACB-0022489B9951,Travaux d'installation d'eau et de gaz en tous locaux,True
SOUQUET DIAGNOSTICS,03342,7490B,SARL,,2009-01-15,0,E0C48D73-C2E7-EB11-BACB-0022489B9951,"Activités spécialisées, scientifiques et techniques diverses",True
ATELIERS PRESQU'ILE 3D,03343,2562B,SAS,,2009-01-15,0,EFC48D73-C2E7-EB11-BACB-0022489B9951,Mécanique industrielle,True
MORIN ,03348,NAN,IND,,2009-01-27,0,1122D586-C2E7-EB11-BACB-0022489B9951,,True
BENOIST ,03350,9602A,IND,,2009-02-10,0,A9CDCF8C-C2E7-EB11-BACB-0022489B9951,Coiffure,True
CASHMANIA,03354,4778C,SARL,,2009-01-20,0,14872499-C2E7-EB11-BACB-0022489B9951,Autres commerces de détail spécialisés divers,True
AFONSO TONY,03357,4322A,SARL,,2009-02-23,0,9BC25CA5-C2E7-EB11-BACB-0022489B9951,Travaux d'installation d'eau et de gaz en tous locaux,True
DURAND HERVE,03358,4799A,EURL,,2009-02-12,0,D5C25CA5-C2E7-EB11-BACB-0022489B9951,Vente à domicile,True
MARCHAND,03361,7729Z,IND,,2009-04-28,0,06574DB1-C2E7-EB11-BACB-0022489B9951,Location et location-bail d'autres biens personnels et domestiques,True
BORE ,03362,NAN,IND,,2009-02-10,0,4A574DB1-C2E7-EB11-BACB-0022489B9951,,True
E-SWIN,03384,2660Z,SAS,"Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeut",2009-04-08,13,B626E1DC-C2E7-EB11-BACB-0022489B9951,"Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques ",True
CHAUSS'ET VOUS,03394,4772A,EURL,,2009-02-25,0,C49E62EF-C2E7-EB11-BACB-0022489B9951,Commerce de détail de la chaussure,True
BENTOM,03396,1071C,EURL,,2009-06-29,0,2C4C5DF5-C2E7-EB11-BACB-0022489B9951,Boulangerie et boulangerie-pâtisserie,True
ACEGIR,03408,4321A,EURL,,2010-03-04,0,53880C16-C3E7-EB11-BACB-0022489B9951,Travaux d'installation électrique dans tous locaux,True
G OUEST ELEC,03412,4321A,EURL,,2009-05-26,0,D30A9B1C-C3E7-EB11-BACB-0022489B9951,Travaux d'installation électrique dans tous locaux,True
MERE ET FILLE,03413,9602B,SARL,,2009-04-20,0,FA0A9B1C-C3E7-EB11-BACB-0022489B9951,Soins de beauté,True
LE HANNIER,03414,4334Z,IND,,2009-03-10,0,2BB6B422-C3E7-EB11-BACB-0022489B9951,Travaux de peinture et vitrerie,True
BROTTIER,03415,6820B,IND,,2009-04-08,0,3E9AE828-C3E7-EB11-BACB-0022489B9951,Location de terrains et d'autres biens immobiliers,True
Y.V.B.3.,03417,6820B,SCI,Locations immobilières,2009-04-16,0,2221FB2E-C3E7-EB11-BACB-0022489B9951,Location de terrains et d'autres biens immobiliers,True
EAUSEN,03419,2611Z,EURL,,2009-04-08,0,6C971235-C3E7-EB11-BACB-0022489B9951,Fabrication de composants électroniques,True
AURAY,03457,1071C,IND,,2009-05-15,0,CB576D78-C3E7-EB11-BACB-0022489B9951,Boulangerie et boulangerie-pâtisserie,True
EMCHAUFFAGE,03461,4322A,EURL,,2009-05-07,0,5A146584-C3E7-EB11-BACB-0022489B9951,Travaux d'installation d'eau et de gaz en tous locaux,True
BEUCHER ,03466,6622Z,DIV,,2009-04-16,0,445F5D8A-C3E7-EB11-BACB-0022489B9951,Activités des agents et courtiers d'assurances,True
PINIER ,03468,5520Z,IND,,2009-06-05,0,B8596F96-C3E7-EB11-BACB-0022489B9951,Hébergement touristique et autre hébergement de courte durée ,True
NOUVELLES ENERGIES DE SEINE & MARNE,03470,3511Z,EURL,,2010-08-23,0,ECC96E9C-C3E7-EB11-BACB-0022489B9951,Production d'électricité,True
GAUTIER,03477,1071C,IND,,2009-10-19,0,A49169A2-C3E7-EB11-BACB-0022489B9951,Boulangerie et boulangerie-pâtisserie,True
JPB,03481,4618Z,EURL,,2009-07-17,0,776474AE-C3E7-EB11-BACB-0022489B9951,Intermédiaires spécialisés dans le commerce d'autres produits spécifiques,True
MATHLOU,03486,6820B,SCI,,2009-06-04,0,73D673B4-C3E7-EB11-BACB-0022489B9951,Location de terrains et d'autres biens immobiliers,True
AGAPLAND,03488,5610A,SARL,,2009-06-29,0,698F9EBA-C3E7-EB11-BACB-0022489B9951,Restauration traditionnelle,True
ESCALE BEAUTE,03504,9604Z,EURL,,2009-06-04,0,E9D668D9-C3E7-EB11-BACB-0022489B9951,Entretien corporel,True
BRECHU ,03509,1071C,IND,,2009-05-15,0,971C63E5-C3E7-EB11-BACB-0022489B9951,Boulangerie et boulangerie-pâtisserie,True
HOEL VALÉRIE ,03512,NAN,IND,,2009-05-11,0,393A5DF1-C3E7-EB11-BACB-0022489B9951,,True
ADENINE HUMAN RESOURCES,03524,7830Z,SARL,,2010-09-13,0,5AB52B16-C4E7-EB11-BACB-0022489B9951,Autre mise à disposition de ressources humaines,True
POIGNANT AURORE,03525,9602B,SARL,,2010-02-22,0,EC62261C-C4E7-EB11-BACB-0022489B9951,Soins de beauté,True
ALP ELEC,03526,4321A,EURL,,2010-12-27,0,0D63261C-C4E7-EB11-BACB-0022489B9951,Travaux d'installation électrique dans tous locaux,True
ZEN EAT,03527,5621Z,SARL,Services des traiteurs,2010-01-19,0,150E2122-C4E7-EB11-BACB-0022489B9951,Services des traiteurs ,True
SPEED FOOT ,03533,9311Z,SARL,,2009-09-18,0,C02F8E28-C4E7-EB11-BACB-0022489B9951,Gestion d'installations sportives,True
MATEMINI,03536,6820B,SCI,,2009-06-05,0,F825F42E-C4E7-EB11-BACB-0022489B9951,Location de terrains et d'autres biens immobiliers,True
AUX PIMENTS DOUX,03550,5610A,EURL,,2010-03-01,0,6E160F41-C4E7-EB11-BACB-0022489B9951,Restauration traditionnelle,True
ALEXANDRA PREVOST,03554,7410Z,EURL,,2009-09-24,0,8B50D353-C4E7-EB11-BACB-0022489B9951,Activités spécialisées de design,True
LA CROIX VILLIERS,03556,6820B,SCI,,2009-09-16,0,C150D353-C4E7-EB11-BACB-0022489B9951,Location de terrains et d'autres biens immobiliers,True
LA CASE MANMAN,03559,5610A,SARL,,2009-09-11,0,1D2BAB60-C4E7-EB11-BACB-0022489B9951,Restauration traditionnelle,True
CORTIGUERA MARION ,03561,3109B,IND,,2009-09-22,0,912BAB60-C4E7-EB11-BACB-0022489B9951,Fabrication d’autres meubles et industries connexes de l’ameublement,True
ROYER,03563,4322A,IND,,2009-10-27,0,C1DAA566-C4E7-EB11-BACB-0022489B9951,Travaux d'installation d'eau et de gaz en tous locaux,True
HCM,03572,1071C,SARL,,2010-01-19,0,AB4C207F-C4E7-EB11-BACB-0022489B9951,Boulangerie et boulangerie-pâtisserie,True
ICS SARTHE,03575,4322A,SARL,,2009-09-10,0,8C84418B-C4E7-EB11-BACB-0022489B9951,Travaux d'installation d'eau et de gaz en tous locaux,True
HARAS DE LA BARELIERE,03583,0143Z,EARL,,2009-10-19,0,FECC5891-C4E7-EB11-BACB-0022489B9951,Élevage de chevaux et d'autres équidés,True
OCTAVE INFORMATIQUE,03585,NAN,SAS,,2009-09-10,0,F8027E9D-C4E7-EB11-BACB-0022489B9951,,True
FOUCAULT ,03592,5610A,SARL,,2009-12-14,0,59D67FA3-C4E7-EB11-BACB-0022489B9951,Restauration traditionnelle,True
EQUI-TIME,03597,5610C,EURL,,2009-09-10,0,522D7EB5-C4E7-EB11-BACB-0022489B9951,Restauration de type rapide,True
BLERIOT ,03599,5520Z,IND,,2010-04-06,0,5C73F2BB-C4E7-EB11-BACB-0022489B9951,Hébergement touristique et autre hébergement de courte durée ,True
VIGNEAU,03601,1071C,IND,,2009-10-12,0,BABEEAC1-C4E7-EB11-BACB-0022489B9951,Boulangerie et boulangerie-pâtisserie,True
DMC INVESTMENT,03603,4673A,EURL,Commerce de gros (commerce interentreprises) de bois et de matériaux de construction,2009-10-01,0,9B09E3C7-C4E7-EB11-BACB-0022489B9951,Commerce de gros (commerce interentreprises) de bois et de matériaux de construction ,True
GUERRIAU ,03607,1071C,IND,,2009-10-19,0,0886B6DA-C4E7-EB11-BACB-0022489B9951,Boulangerie et boulangerie-pâtisserie,True
COLOCLE,03608,4776Z,SARL,,2010-01-25,0,2C86B6DA-C4E7-EB11-BACB-0022489B9951,"Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé",True
ROMANE & CHARLY ,03611,6820B,SCI,,2010-11-30,0,5030B1E0-C4E7-EB11-BACB-0022489B9951,Location de terrains et d'autres biens immobiliers,True
UN MOMENT A PART,03612,4759B,SARL,,2009-10-21,0,D28AA9E6-C4E7-EB11-BACB-0022489B9951,Commerce de détail d'autres équipements du foyer,True
UTIVEHA,03613,4511Z,EURL,,2010-01-25,0,8A79A4EC-C4E7-EB11-BACB-0022489B9951,Commerce de voitures et de véhicules automobiles légers,True
HADOKEN,03614,9329Z,SARL,,2009-09-24,0,B279A4EC-C4E7-EB11-BACB-0022489B9951,Autres activités récréatives et de loisirs,True
DANIEAU ,03618,8219Z,IND,,2009-12-18,0,52AE96FF-C4E7-EB11-BACB-0022489B9951,"Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau",True
KEPHIRIS,03619,9604Z,EURL,,2009-12-14,0,99AE96FF-C4E7-EB11-BACB-0022489B9951,Entretien corporel,True
CELTO COMMUNICATION,03621,7312Z,EURL,,2009-10-26,0,3A6B9105-C5E7-EB11-BACB-0022489B9951,Régie publicitaire de médias,True
PREPA NAUTIC,03626,3012Z,EURL,,2010-01-19,0,336BE111-C5E7-EB11-BACB-0022489B9951,Construction de bateaux de plaisance,True
LE PARADIS DU CHEVAL NICOLON,03630,4511Z,IND,,2009-10-13,0,D1392024-C5E7-EB11-BACB-0022489B9951,Commerce de voitures et de véhicules automobiles légers,True
MENUISERIE AGENCEMENT INTERIEUR,03639,4332A,SARL,,2009-10-06,0,A01B6542-C5E7-EB11-BACB-0022489B9951,Travaux de menuiserie bois et PVC,True
ENTREPRISE NOYER FRERES SA,03640,4331Z,SARL,,2010-02-26,0,E81B6542-C5E7-EB11-BACB-0022489B9951,Travaux de plâtrerie,True
LAROCHE ,03647,4799A,IND,,2010-02-23,0,010AE65A-C5E7-EB11-BACB-0022489B9951,Vente à domicile,True
J.E.B DEVELOPPEMENT,03649,4332A,EURL,,2009-11-12,0,89A32A61-C5E7-EB11-BACB-0022489B9951,Travaux de menuiserie bois et PVC,True
THIERRY 777,03651,NAN,SCI,,2009-10-20,0,E4A32A61-C5E7-EB11-BACB-0022489B9951,,True
LES ETANGS DE L'ERDRE,03652,9319Z,EURL,,2010-12-07,0,C74E2567-C5E7-EB11-BACB-0022489B9951,Autres activités liées au sport,True
TRANSPORT MAGRES CESBRON,03654,4941A,EURL,,2009-11-02,0,DBE92B6D-C5E7-EB11-BACB-0022489B9951,Transports routiers de fret interurbains,True
C.P.M CHAUFFAGE PLOMBERIE MINAUD,03657,4322A,EURL,,2010-02-26,0,5D177779-C5E7-EB11-BACB-0022489B9951,Travaux d'installation d'eau et de gaz en tous locaux,True
LE BOSQUET,03664,6820B,SCI,,2009-10-22,0,7B4E7B7F-C5E7-EB11-BACB-0022489B9951,Location de terrains et d'autres biens immobiliers,True
MENANT ,03668,5610A,IND,,2010-01-06,0,14729D91-C5E7-EB11-BACB-0022489B9951,Restauration traditionnelle,True
LES TOITURES DU LAYON,03671,4391B,SARL,,2009-12-01,0,A6B8BD9D-C5E7-EB11-BACB-0022489B9951,Travaux de couverture par éléments,True
ALPHIM,03673,6831Z,SAS,,2009-12-07,0,E3B8BD9D-C5E7-EB11-BACB-0022489B9951,Agences immobilières,True
CAILLON ,03678,4941B,IND,,2010-01-19,0,3AA641B0-C5E7-EB11-BACB-0022489B9951,Transports routiers de fret de proximité,True
ATLANTIQUE BATI ENVIRONNEMENT,03679,4321A,SARL,,2009-12-08,0,DC61ACB6-C5E7-EB11-BACB-0022489B9951,Travaux d'installation électrique dans tous locaux,True
THOMAS ET MELANIE,03682,1071C,SARL,,2010-03-04,0,A30BC6BC-C5E7-EB11-BACB-0022489B9951,Boulangerie et boulangerie-pâtisserie,True
JLC COQUELIN ,03683,2830Z,SARL,,2009-11-13,0,F190F7C2-C5E7-EB11-BACB-0022489B9951,Fabrication de machines agricoles et forestières,True
LES MARAIS ,03684,1512Z,EURL,,2010-01-29,0,1C91F7C2-C5E7-EB11-BACB-0022489B9951,"Fabrication d'articles de voyage, de maroquinerie et de sellerie",True
DENIS,03687,1071C,SARL,,2010-02-23,0,0B63F9C8-C5E7-EB11-BACB-0022489B9951,Boulangerie et boulangerie-pâtisserie,True
CANTETEAU,03690,4520A,IND,,2010-01-19,0,70093BD5-C5E7-EB11-BACB-0022489B9951,Entretien et réparation de véhicules automobiles légers,True
PREVENANCE FORMATIONS,03704,NAN,SARL,,2009-12-01,0,270FA3F9-C5E7-EB11-BACB-0022489B9951,,True
SOLEALTECH,03709,4321A,SARL,,2010-04-15,0,421F8706-C6E7-EB11-BACB-0022489B9951,Travaux d'installation électrique dans tous locaux,True
MANITOBA,03711,6820B,SCI,,2009-12-01,0,0F999B12-C6E7-EB11-BACB-0022489B9951,Location de terrains et d'autres biens immobiliers,True
TIOVIVO,03712,5610A,SARL,,2010-09-10,0,27999B12-C6E7-EB11-BACB-0022489B9951,Restauration traditionnelle,True
ALFORCE,03722,6831Z,SARL,,2009-12-07,0,E709A23E-C6E7-EB11-BACB-0022489B9951,Agences immobilières,True
AMYL,03723,4334Z,SARL,,2010-03-01,0,00DFA344-C6E7-EB11-BACB-0022489B9951,Travaux de peinture et vitrerie,True
CAH,03727,4674B,SARL,,2009-12-14,0,7635A256-C6E7-EB11-BACB-0022489B9951,Commerce de gros (commerce interentreprises) de fournitures pour la plomberie et le chauffage,True
SIMPLE EVENT,03731,NAN,SARL,,2010-03-01,0,AAA5A15C-C6E7-EB11-BACB-0022489B9951,,True
LES ARTS HOME EN COULEUR,03732,7410Z,SARL,,2010-03-15,0,6C1AA162-C6E7-EB11-BACB-0022489B9951,Activités spécialisées de design,True
PAPIN,03733,4332A,,,2009-12-18,0,011BA162-C6E7-EB11-BACB-0022489B9951,Travaux de menuiserie bois et PVC,True
HOCQ ECO HABITAT SARL,03734,4332A,EURL,,2009-12-18,0,11C59B68-C6E7-EB11-BACB-0022489B9951,Travaux de menuiserie bois et PVC,True
DANIEL & ANNICK,03741,1083Z,SARL,,2010-03-01,0,37446C7B-C6E7-EB11-BACB-0022489B9951,Transformation du thé et du café,True
ECODURA ENERGIES,03743,4322A,EURL,,2010-01-27,0,4D446C7B-C6E7-EB11-BACB-0022489B9951,Travaux d'installation d'eau et de gaz en tous locaux,True
CAP OUEST AUDIT,03749,6920Z,EURL,,,0,E74F6A93-C6E7-EB11-BACB-0022489B9951,Activités comptables,True
ALG PROD,03752,4669B,SARL,,2010-06-11,0,5A1BBF9F-C6E7-EB11-BACB-0022489B9951,Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers,True
TELLIER FERMETURES PRODUCTION,03754,6420Z,EURL,,2010-03-04,0,D5E499A6-C6E7-EB11-BACB-0022489B9951,Activités des sociétés holding,True
HARPN,03755,NAN,SCI,,2010-01-19,0,987DBFAC-C6E7-EB11-BACB-0022489B9951,,True
L'ATELIER DE LA MICRO,03759,6202A,EURL,,2010-03-15,0,C11F15B9-C6E7-EB11-BACB-0022489B9951,Conseil en systèmes et logiciels informatiques,True
LIGONNIERE,03761,1071C,SARL,,2010-03-19,0,F52A50BF-C6E7-EB11-BACB-0022489B9951,Boulangerie et boulangerie-pâtisserie,True
LA FOLIE DU GRAIN,03766,5610A,EURL,,2010-03-01,0,33E4A4CB-C6E7-EB11-BACB-0022489B9951,Restauration traditionnelle,True
DE FOND EN COMBLE,03769,4391A,EURL,,2010-03-01,0,B4EAB6D7-C6E7-EB11-BACB-0022489B9951,Travaux de charpente,True
PDC CONSEILS,03775,6831Z,SARL,,2010-03-31,0,3904BAE9-C6E7-EB11-BACB-0022489B9951,Agences immobilières,True
RACING PIECES SERVICES ,03777,4532Z,EURL,,2010-02-10,0,04110CF1-C6E7-EB11-BACB-0022489B9951,Commerce de détail d'équipements automobiles,True
DGF RESSOURCES,03780,7022Z,SAS,,2010-04-13,0,1D09FFFC-C6E7-EB11-BACB-0022489B9951,Conseil pour les affaires et autres conseils de gestion,True
BROSSELLIER-CLAIN,03782,5610A,SARL,,2010-05-03,0,0E27AA03-C7E7-EB11-BACB-0022489B9951,Restauration traditionnelle,True
TOUS CES CHAPS,03787,9001Z,ASS,,2010-03-31,0,DE18A615-C7E7-EB11-BACB-0022489B9951,Arts du spectacle vivant,True
ARNOULD SYLVAINE,03789,7021Z,IND,,2010-02-02,0,58ECA71B-C7E7-EB11-BACB-0022489B9951,Conseil en relations publiques et communication,True
GUILLERMINET ,03794,4773Z,IND,,2010-09-17,0,EEC9CE2D-C7E7-EB11-BACB-0022489B9951,Commerce de détail de produits pharmaceutiques en magasin spécialisé,True
GAUCHER ,03797,9601B,IND,,2010-06-11,0,8272F139-C7E7-EB11-BACB-0022489B9951,Blanchisserie-teinturerie de détail,True
LASNIER ELISABETH,03799,8690D,SELARL,,2010-03-19,0,D2CFFC3F-C7E7-EB11-BACB-0022489B9951,Activités des infirmiers et des sages-femmes,True
CHPC ASSOCIES,03806,4619B,SARL,,2010-02-10,0,88A5504D-C7E7-EB11-BACB-0022489B9951,Autres intermédiaires du commerce en produits divers,True
P.A.P,03811,4726Z,SNC,Commerce de détail de journaux et papeterie en magasin spécialisé,2010-07-08,0,6EB7FD59-C7E7-EB11-BACB-0022489B9951,Commerce de détail de produits à base de tabac en magasin spécialisé,True
FINANCE DEVELOPPEMENT,03816,6619B,SARL,,2010-02-22,0,85C0FE6B-C7E7-EB11-BACB-0022489B9951,"Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite, n.c.a.",True
PRETS PARTNERS CHARENTES,03817,6499Z,SARL,,2010-02-22,0,790EF771-C7E7-EB11-BACB-0022489B9951,"Autres activités des services financiers, hors assurance et caisses de retraite, n.c.a.",True
HISTORY RESTAURATION,03822,5610A,SARL,,2010-03-15,0,066A0278-C7E7-EB11-BACB-0022489B9951,Restauration traditionnelle,True
SARL AU BON ACCUEIL,03847,5610A,SARL,,2010-04-27,0,21D3E1AE-C7E7-EB11-BACB-0022489B9951,Restauration traditionnelle,True
COUSSEAU,03849,8690E,IND,"Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues",2010-09-06,0,F6A9E3B4-C7E7-EB11-BACB-0022489B9951,"Activités des professionnels de la rééducation, de l’appareillage et des pédicures-podologues",True
LA CHAUSSEE,03856,NAN,SCI,,2010-04-30,0,976E00CD-C7E7-EB11-BACB-0022489B9951,,True
ROUSSEAU BENJAMIN,03859,8219Z,IND,,2010-04-30,0,941958D3-C7E7-EB11-BACB-0022489B9951,"Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau",True
BILLARD,03869,5510Z,IND,Hôtels et hébergement similaire,2010-05-07,0,914934F4-C7E7-EB11-BACB-0022489B9951,Hôtels et hébergement similaire ,True
